id,name,url,cat,domain,desc,type,size,freq,license,api,dl,reg,level,compute,projects
LIVE087,NCAR WRF Model Output Archive,https://rda.ucar.edu/datasets/ds084.1,Live Science,Meteorology,WRF global analysis archived for ML training,GRIB2/NetCDF,PB,Daily,US Gov Open Data,True,True,True,Advanced,HPC,Mesoscale weather ML | WRF emulation | Deep learning weather prediction
LIVE088,Global Runoff Data Centre (GRDC),https://www.bafg.de/GRDC,Live Science,Hydrology,Long-term river discharge from 10k+ global stations,CSV/ASCII,GB,Annual + NRT subset,GRDC Open License,True,True,True,Intermediate,CPU,River flow prediction ML | Flood frequency analysis | Climate impact on hydrology
LIVE089,WHO Ambient Air Quality Database,https://www.who.int/data/gho/data/themes/air-pollution,Live Science,Environmental Health,Annual ambient PM2.5 measurements from cities worldwide,CSV/JSON,GB,Annual,CC-BY-NC-SA-3.0 IGO,True,True,False,Beginner,CPU,Urban pollution trend ML | Health burden estimation | Clean air policy modeling
LIVE090,ClimateTrace GHG Emissions Tracker,https://www.climatetrace.org,Live Science,Climate Science,Real-time sector-level greenhouse gas emissions estimates,CSV/JSON,GB,Annual + quarterly,CC-BY-4.0,True,True,False,Intermediate,GPU,Emission source attribution ML | Sector decarbonization analysis | Carbon accounting AI
LIVE091,OpenCelliD Cell Tower Database,https://opencellid.org,Live Science,Network Science,Global cell tower locations with signal data (40M+ towers),CSV,GB,Continuous,CC-BY-SA-4.0,True,True,True,Beginner,CPU,Indoor positioning ML | Network coverage optimization | Signal propagation modeling
LIVE092,JAXA GPM/GSMaP Precipitation (NRT),https://sharaku.eorc.jaxa.jp/GSMaP,Live Science,Meteorology,Near real-time global precipitation from JAXA GSMaP,NetCDF/HDF5,Streaming,Hourly,JAXA Open Data,True,True,True,Intermediate,GPU,Rainfall nowcasting | Typhoon rainfall prediction | Flash flood early warning ML
LIVE093,ITU Spectrum Monitoring (Live),https://www.itu.int/en/ITU-R/terrestrial/monitoring,Live Science,Electromagnetic Science,Real-time radio frequency spectrum occupancy measurements,CSV/JSON,Streaming,Continuous,ITU Open Data,True,True,True,Advanced,GPU,Spectrum anomaly detection | Interference classification | Dynamic spectrum allocation ML
LIVE094,EarthRanger Wildlife Data Platform,https://www.earthranger.com,Live Science,Conservation,Real-time wildlife tracking and conservation operations data,JSON/CSV,Streaming,Continuous,Free (conservation orgs),True,False,True,Intermediate,CPU,Anti-poaching alerting ML | Animal movement anomaly detection | Ranger deployment optimization
LIVE095,Earthquake Early Warning (ShakeAlert),https://www.shakealert.org,Live Science,Geophysics,Pacific Northwest earthquake early warning system alerts,JSON,Streaming,Event-driven,US Gov Open Data,True,False,False,Advanced,GPU,Magnitude estimation ML | Warning lead-time optimization | P-wave arrival classification
LIVE096,GOES Energetic Particle Sensor,https://www.swpc.noaa.gov/products/goes-energetic-particle-sensor,Live Science,Space Weather,Real-time solar energetic particle flux from GOES satellites,JSON/CSV,Streaming,5-minute,US Gov Public Domain,True,True,False,Advanced,CPU,Radiation storm prediction | Satellite instrument protection ML | EVA risk assessment
LIVE097,Climate Data Canada (climate.weather.gc.ca),https://climatedata.ca,Live Science,Climate Science,Canadian climate data portal with historical and NRT observations,CSV/NetCDF,TB,Daily,Open Gov License (Canada),True,True,False,Intermediate,CPU,Northern climate change ML | Permafrost thaw prediction | Arctic amplification analysis
LIVE098,Global Water Monitor (Deltares/GFZ),https://www.globalwatermonitor.org,Live Science,Hydrology,Near real-time global surface water extent from satellites,GeoTIFF/JSON,Streaming,Daily,CC-BY-4.0,True,True,False,Intermediate,GPU,Flood extent mapping ML | Water body change detection | Drought water loss monitoring
LIVE099,GBIF Occurrence Streaming API,https://api.gbif.org/v1/occurrence/download,Live Science,Biodiversity,Bulk biodiversity occurrence download and streaming API,CSV/JSON,TB,Continuous,CC-BY-4.0,True,True,True,Intermediate,GPU,Species range change ML | Biodiversity hotspot monitoring | Extinction risk prediction
LIVE100,EEA EU Air Quality Live,https://www.eea.europa.eu/data-and-maps/data/aqereporting-9,Live Science,Environmental Monitoring,Near real-time air quality from European monitoring network,JSON/CSV,Streaming,Hourly,CC-BY-4.0 (EEA),True,True,False,Beginner,CPU,European AQI forecasting | Air quality health risk ML | Emission regulation impact ML
